,experiment462,experiment461,experiment460,experiment459,experiment458,experiment457,experiment456,experiment455,experiment454,experiment453,experiment452,experiment451,experiment450,experiment449,experiment448,experiment447,experiment446,experiment445,experiment444,experiment443,experiment442,experiment441,experiment440,experiment439,experiment438,experiment437,experiment436,experiment435,experiment434,experiment433,experiment432,experiment431,experiment430,experiment429,experiment428,experiment427,experiment426,experiment425,experiment424,experiment423,experiment422,experiment421,experiment420,experiment419,experiment418,experiment417,experiment416,experiment415,experiment414,experiment413,experiment412,experiment411,experiment410,experiment409,experiment408,experiment407,experiment406,experiment405,experiment404,experiment403,experiment402,experiment401,experiment400,experiment399,experiment398,experiment397,experiment396,experiment395,experiment394,experiment393,experiment392,experiment391,experiment390,experiment389,experiment388,experiment387,experiment386,experiment385,experiment384,experiment383,experiment382,experiment381,experiment380,experiment379,experiment378,experiment377,experiment376,experiment375,experiment374,experiment373,experiment372,experiment371,experiment370,experiment369,experiment368,experiment367,experiment366,experiment365,experiment364,experiment363,experiment362,experiment361,experiment360,experiment359,experiment358,experiment357,experiment356,experiment355,experiment354,experiment353,experiment352,experiment351,experiment350,experiment349,experiment348,experiment347,experiment346,experiment345,experiment344,experiment343,experiment342,experiment341,experiment340,experiment339,experiment338,experiment337,experiment336,experiment335,experiment334,experiment333,experiment332,experiment331,experiment330,experiment329,experiment328,experiment327,experiment326,experiment325,experiment324,experiment323,experiment322,experiment321,experiment320,experiment319,experiment318,experiment317,experiment316,experiment315,experiment314,experiment313,experiment312,experiment311,experiment310,experiment309,experiment308,experiment307,experiment306,experiment305,experiment304,experiment303,experiment302,experiment301,experiment300,experiment299,experiment298,experiment297,experiment296,experiment295,experiment294,experiment293,experiment292,experiment291,experiment290,experiment289,experiment288,experiment287,experiment286,experiment285,experiment284,experiment283,experiment282,experiment281,experiment280,experiment279,experiment278,experiment277,experiment276,experiment275,experiment274,experiment273,experiment272,experiment271,experiment270,experiment269,experiment268,experiment267,experiment266,experiment265,experiment264,experiment263,experiment262,experiment261,experiment260,experiment259,experiment258,experiment257,experiment256,experiment255,experiment254,experiment253,experiment252,experiment251,experiment250,experiment249,experiment248,experiment247,experiment246,experiment245,experiment244,experiment243,experiment242,experiment241,experiment240,experiment239,experiment238,experiment237,experiment236,experiment235,experiment234,experiment233,experiment232,experiment231,experiment230,experiment229,experiment228,experiment227,experiment226,experiment225,experiment224,experiment223,experiment222,experiment221,experiment220,experiment219,experiment218,experiment217,experiment216,experiment215,experiment214,experiment213,experiment212,experiment211,experiment210,experiment209,experiment208,experiment207,experiment206,experiment205,experiment204,experiment203,experiment202,experiment201,experiment200,experiment199,experiment198,experiment197,experiment196,experiment195,experiment194,experiment193,experiment192,experiment191,experiment190,experiment189,experiment188,experiment187,experiment186,experiment185,experiment184,experiment183,experiment182,experiment181,experiment180,experiment179,experiment178,experiment177,experiment176,experiment175,experiment174,experiment173,experiment172,experiment171,experiment170,experiment169,experiment168,experiment167,experiment166,experiment165,experiment164,experiment163,experiment162,experiment161,experiment160,experiment159,experiment158,experiment157,experiment156,experiment155,experiment154,experiment153,experiment152,experiment151,experiment150,experiment149,experiment148,experiment147,experiment146,experiment145,experiment144,experiment143,experiment142,experiment141,experiment140,experiment139,experiment138,experiment137,experiment136,experiment135,experiment134,experiment133,experiment132,experiment131,experiment130,experiment129,experiment128,experiment127,experiment126,experiment125,experiment124,experiment123,experiment122,experiment121,experiment120,experiment119,experiment118,experiment117,experiment116,experiment115,experiment114,experiment113,experiment112,experiment111,experiment110,experiment109,experiment108,experiment107,experiment106,experiment105,experiment104,experiment103,experiment102,experiment101,experiment100,experiment99,experiment98,experiment97,experiment96,experiment95,experiment94,experiment93,experiment92,experiment91,experiment90,experiment89,experiment88,experiment87,experiment86,experiment85,experiment84,experiment83,experiment82,experiment81,experiment80,experiment79,experiment78,experiment77,experiment76,experiment75,experiment74,experiment73,experiment72,experiment71,experiment70,experiment69,experiment68,experiment67,experiment66,experiment65,experiment64,experiment63,experiment62,experiment61,experiment60,experiment59,experiment58,experiment57,experiment56,experiment55,experiment54,experiment53,experiment52,experiment51,experiment50,experiment49,experiment48,experiment47,experiment46,experiment45,experiment44,experiment43,experiment42,experiment41,experiment40,experiment39,experiment38,experiment37,experiment36,experiment35,experiment34,experiment33,experiment32,experiment31,experiment30,experiment29,experiment28,experiment27,experiment26,experiment25,experiment24,experiment23,experiment22,experiment21,experiment20,experiment19,experiment18,experiment17,experiment16,experiment15,experiment14,experiment13,experiment12,experiment11,experiment10,experiment9,experiment8,experiment7,experiment6,experiment5,experiment4,experiment3,experiment2,experiment1,experiment0
154,34,25,46,92,39,20,34,38,28,95,18,38,86,58,79,46,25,16,37,28,89,90,12,90,93,32,89,32,96,92,25,38,30,38,39,43,24,50,52,21,48,72,26,36,26,44,55,31,11,14,30,96,49,61,18,66,22,32,38,47,33,38,22,22,34,42,53,36,15,42,20,3,38,33,72,38,28,44,36,68,70,34,22,42,28,78,84,69,62,36,90,84,78,17,21,35,73,31,29,58,71,58,20,44,36,62,46,31,23,65,32,38,52,38,24,65,30,30,82,44,51,22,30,28,99,39,50,83,32,86,33,99,13,99,42,46,55,47,38,43,5,30,14,11,28,65,5,38,38,29,32,40,22,73,82,26,56,76,61,90,32,7,36,33,7,87,46,29,54,28,42,17,46,42,84,94,46,78,86,37,34,37,30,34,52,25,3,42,46,38,34,80,68,40,99,59,87,32,97,90,3,44,17,51,60,34,85,32,26,70,31,38,92,84,19,27,22,88,92,46,73,86,67,32,72,88,78,34,34,62,40,66,49,54,50,57,54,21,71,55,39,20,83,40,83,89,40,21,36,14,51,51,68,25,22,64,82,32,37,86,49,42,30,42,60,56,44,20,25,60,26,24,38,99,46,32,26,55,27,66,52,30,30,81,14,28,25,44,8,90,92,26,89,36,64,64,61,87,83,26,22,34,40,26,32,88,34,88,60,51,11,58,78,53,33,26,34,39,19,80,19,35,33,17,25,42,13,24,42,64,94,23,34,45,19,30,15,38,38,5,73,65,34,56,36,4,70,65,26,16,77,28,65,16,24,24,74,44,35,86,62,34,22,35,69,60,32,26,26,77,52,92,44,37,24,34,17,57,86,30,94,89,70,67,23,28,24,8,59,32,22,55,32,43,30,25,40,37,85,43,40,46,17,32,28,54,13,31,15,44,26,46,99,21,84,34,90,24,13,31,23,40,36,35,3,39,60,66,39,36,84,94,37,32,20,7,73,25,15,87,29,23,30,31,23,70,49,72,42,20,56,80,43,12,36,64,36,34,89,98,85,46,11
155,34,36,30,92,39,20,23,40,26,99,20,70,86,58,81,17,24,16,37,26,90,92,12,94,93,67,68,34,55,91,26,44,30,38,39,77,24,48,54,21,40,72,26,44,26,27,70,81,9,19,30,93,50,61,15,66,22,32,38,47,33,30,13,22,38,40,32,36,15,46,20,3,36,34,91,38,29,44,51,68,38,27,44,42,30,78,88,69,87,38,89,68,78,22,21,35,44,31,42,52,51,57,20,44,36,27,49,37,23,66,32,37,52,38,24,65,30,31,82,44,49,17,26,28,79,16,32,83,28,85,98,99,13,30,38,42,57,26,38,41,25,30,20,11,28,65,7,56,38,29,30,40,36,73,82,26,56,77,58,92,43,7,40,33,5,53,54,97,54,28,41,17,46,42,54,78,33,78,77,42,32,31,30,34,42,25,3,42,46,38,41,80,40,40,57,59,86,40,97,92,3,44,17,55,60,34,63,32,16,69,24,38,5,98,28,27,30,88,66,46,83,65,73,32,72,88,29,32,34,62,41,77,50,48,82,49,67,27,44,61,52,20,98,46,83,23,40,21,38,21,52,93,66,32,21,44,82,40,36,86,48,30,30,42,14,56,44,18,34,59,56,22,34,99,46,48,26,53,27,52,52,30,29,91,37,13,25,48,83,92,30,25,97,36,64,64,61,90,90,35,22,71,40,26,40,77,34,22,17,51,11,43,75,53,33,52,36,39,21,23,19,35,42,17,25,31,13,26,42,89,98,24,34,43,18,28,15,38,38,8,72,73,32,56,36,4,31,69,27,14,74,28,40,38,24,48,89,50,36,88,33,44,15,35,69,94,32,22,26,79,52,92,48,37,26,31,32,58,87,36,95,57,70,24,23,26,26,8,65,32,53,55,36,53,30,25,40,35,85,43,40,46,13,32,22,52,29,59,16,44,26,48,99,21,84,48,68,20,7,34,68,40,36,35,3,38,61,66,36,36,83,94,35,33,20,31,73,15,19,91,29,32,9,42,23,30,47,44,42,20,20,28,32,12,36,57,40,34,91,98,85,46,9
156,32,36,30,34,39,21,23,38,27,97,18,38,85,62,80,22,26,38,37,26,87,90,12,83,97,77,80,34,56,37,16,44,78,38,39,83,22,32,52,63,36,78,28,45,28,44,56,82,12,19,30,93,50,57,15,40,22,34,38,28,40,30,13,23,30,41,30,36,15,46,20,3,38,28,93,38,53,79,35,47,62,27,44,42,30,79,40,69,88,36,90,68,86,21,21,35,44,31,42,52,77,62,20,35,37,28,27,61,19,66,32,37,52,38,24,65,30,38,75,44,51,21,26,28,79,16,31,83,24,44,98,99,28,31,46,45,55,47,38,20,25,30,43,11,28,65,7,56,62,35,32,42,36,74,84,24,36,76,50,92,32,11,36,84,5,38,54,98,51,28,3,28,44,44,59,92,31,78,82,38,34,35,30,51,42,25,3,44,56,38,41,78,44,37,56,59,87,39,99,92,3,44,19,50,60,34,59,32,18,75,31,37,27,84,36,98,30,88,66,46,52,65,73,32,30,89,29,34,17,61,40,76,50,49,82,30,69,35,23,71,41,20,98,46,70,21,38,89,38,12,86,93,66,28,21,47,82,64,43,81,44,30,30,40,63,56,34,18,34,62,34,22,34,91,92,77,26,51,27,68,52,30,83,81,37,13,25,44,81,92,30,25,89,36,56,74,88,65,90,36,22,34,40,39,42,83,35,24,15,50,16,43,52,27,35,55,42,38,20,77,19,35,38,17,21,48,13,24,44,99,98,24,39,54,26,28,15,89,38,8,69,92,28,60,36,4,30,69,27,16,73,28,68,64,60,36,84,44,36,88,69,48,8,37,73,96,32,26,26,77,65,94,48,32,24,30,21,59,86,36,39,73,77,26,26,28,21,8,61,32,22,52,36,53,28,38,38,33,86,43,18,46,25,31,21,39,76,57,16,44,26,47,99,21,86,50,31,21,7,29,67,40,36,34,3,55,38,68,30,36,83,92,35,30,18,30,74,34,15,91,30,82,10,42,23,30,51,72,42,20,19,26,33,5,36,59,36,47,92,86,85,46,9
157,32,66,40,92,39,21,44,40,28,94,18,71,86,57,81,21,26,38,78,25,99,88,12,81,97,77,80,34,51,38,24,44,78,38,39,45,24,32,68,21,36,75,84,45,28,60,73,79,12,19,28,82,50,57,15,68,22,34,40,14,39,30,13,23,34,42,53,36,15,46,16,3,39,28,95,36,29,68,35,47,71,32,79,41,31,79,42,69,87,36,89,68,79,21,21,36,44,32,32,52,77,58,33,35,36,27,27,55,19,59,32,36,42,40,25,64,28,30,76,40,51,18,26,30,79,16,32,83,24,44,92,95,28,31,38,46,64,47,42,20,26,31,21,11,26,65,17,63,38,42,34,44,37,74,83,24,56,76,36,92,43,82,46,67,5,88,54,99,79,27,49,28,44,50,59,86,33,83,85,37,34,29,45,50,36,25,17,44,56,42,41,80,60,34,53,59,89,39,87,92,3,44,19,55,60,34,59,32,15,76,32,37,24,84,28,26,30,88,66,46,60,63,85,32,40,90,29,34,17,61,38,76,50,50,86,30,69,35,67,75,40,21,99,48,85,35,38,26,42,12,52,94,66,31,21,44,82,40,43,89,38,37,24,40,60,36,48,18,27,64,53,22,34,89,36,61,26,48,28,68,52,29,35,36,37,15,28,52,85,92,30,26,89,38,56,66,61,51,90,36,22,34,40,40,44,92,32,22,15,49,15,43,52,15,35,55,42,38,20,78,19,37,51,17,19,46,13,22,44,49,97,24,40,63,26,30,18,90,38,58,73,90,28,61,40,4,30,58,27,16,73,42,70,65,27,25,84,38,36,88,72,46,15,37,73,94,32,30,26,91,16,98,48,32,24,31,32,66,91,36,39,57,70,24,21,28,21,11,38,32,61,54,36,53,29,32,39,25,86,44,24,46,17,35,15,37,15,57,20,54,26,47,99,18,88,50,5,20,17,30,67,40,34,34,3,43,40,66,30,42,83,93,33,30,18,30,68,25,15,81,45,47,17,8,24,92,80,17,48,20,19,25,32,12,35,56,40,34,92,85,22,95,11
158,22,34,39,43,39,30,43,40,30,94,17,72,86,57,60,22,25,16,80,24,89,90,16,91,99,95,80,32,52,91,24,38,80,24,48,86,22,44,52,21,70,78,26,32,28,71,44,79,12,19,28,62,50,56,15,68,68,34,42,14,53,30,14,23,30,42,54,39,26,44,20,3,38,38,91,41,18,44,38,74,69,27,44,40,30,79,40,71,87,42,89,72,55,89,21,36,44,29,32,52,71,58,33,42,42,26,27,33,19,9,30,36,62,44,20,64,28,32,76,40,42,22,26,32,82,16,40,83,12,86,33,97,28,35,36,46,67,26,38,20,26,31,21,14,30,65,68,38,63,42,32,42,72,75,83,24,27,78,50,92,43,11,70,67,5,78,44,98,53,22,3,16,44,19,59,22,33,81,75,39,27,37,95,50,36,26,17,32,56,42,41,78,42,40,77,59,91,39,99,92,11,46,17,55,60,34,59,32,22,76,33,35,90,84,28,26,30,88,65,40,68,63,86,32,38,90,29,34,16,48,38,78,54,49,64,31,58,35,69,76,21,16,82,48,85,21,40,30,38,12,49,94,66,31,21,88,84,5,43,89,38,44,22,40,60,34,46,18,27,74,55,22,32,90,95,63,26,50,27,54,54,44,60,81,38,54,28,51,85,90,30,25,89,32,83,66,61,91,82,60,22,34,38,81,42,88,32,22,15,46,15,28,52,25,35,55,42,38,23,23,17,39,51,34,19,46,13,20,44,98,98,24,40,54,26,81,18,89,38,5,72,84,30,59,50,4,30,50,27,16,70,43,19,65,38,24,83,34,36,88,73,46,15,37,86,61,44,30,82,91,16,94,85,40,24,92,21,69,90,36,37,70,66,24,26,69,21,47,44,32,74,54,47,53,30,40,39,26,87,44,24,46,17,35,21,39,15,58,20,31,26,46,95,91,84,50,5,21,17,30,68,40,36,34,3,43,40,66,34,34,46,93,35,30,16,30,67,15,40,79,30,47,22,8,24,83,47,42,44,20,20,26,33,12,35,10,40,34,95,86,22,46,11
159,22,26,40,34,39,31,24,43,27,15,17,71,86,57,81,26,25,36,85,23,96,39,16,94,83,93,80,56,33,45,25,36,34,26,37,83,22,48,91,23,73,78,22,36,38,91,44,86,12,17,28,99,50,58,15,68,68,33,48,14,73,41,14,23,30,42,53,36,26,46,27,3,38,36,91,41,6,65,35,74,74,27,42,40,28,79,36,72,58,45,89,72,55,30,21,36,34,33,26,54,12,34,33,42,41,26,27,33,19,15,30,38,60,44,22,64,27,27,75,42,42,22,26,32,97,16,44,79,12,88,33,97,28,67,48,43,68,26,38,41,26,30,21,14,30,66,69,38,63,53,32,42,73,73,83,26,70,89,51,92,44,11,70,92,5,86,34,96,53,22,36,13,44,20,40,84,33,81,78,64,40,33,25,53,45,17,17,30,50,42,42,78,42,40,54,59,93,37,96,89,19,46,17,55,60,34,62,32,26,78,33,40,72,83,28,26,30,86,46,40,59,65,86,56,40,90,32,34,16,49,40,78,52,49,82,31,60,39,83,79,40,22,84,47,85,21,40,27,23,12,54,93,66,28,21,69,84,5,39,89,38,37,22,48,60,26,42,44,23,66,56,22,38,90,36,69,26,51,27,54,53,31,60,81,33,15,25,55,85,83,30,19,30,44,83,75,61,50,86,31,72,34,56,32,40,88,32,22,15,48,16,31,52,28,35,79,42,38,23,65,17,35,67,34,18,43,19,22,44,52,96,24,40,54,26,36,15,89,38,58,68,84,16,62,26,4,36,29,27,18,65,43,19,65,37,52,85,36,36,88,73,34,83,37,73,61,32,30,84,93,54,95,86,44,24,92,21,32,90,36,36,74,69,24,51,24,22,76,44,32,76,54,36,63,30,32,38,51,87,44,24,47,25,42,21,45,30,33,20,44,26,46,99,93,84,52,5,34,17,30,68,40,34,34,3,43,45,64,34,34,68,92,34,33,16,7,68,15,25,89,30,41,17,8,26,32,80,42,44,28,20,81,32,12,38,56,50,32,92,86,22,46,22
160,34,34,41,30,42,31,63,46,27,94,17,38,80,57,82,26,25,37,84,24,26,39,20,97,98,34,80,56,32,44,17,36,11,40,39,83,22,48,24,98,75,78,23,36,38,67,66,68,15,62,28,99,49,84,17,68,68,33,38,14,45,39,14,23,26,40,54,38,26,50,17,3,38,36,95,43,6,46,50,75,76,86,44,38,28,53,36,71,57,36,73,71,55,60,21,36,34,33,31,54,12,34,37,42,44,26,46,33,19,14,28,38,41,45,22,77,29,27,72,42,49,58,23,15,84,15,44,79,12,91,33,99,13,63,56,47,56,32,38,20,26,33,21,14,30,65,58,38,63,44,32,42,73,75,83,19,67,76,51,91,43,86,48,70,5,87,34,96,53,31,38,11,44,22,32,89,33,78,78,67,38,35,23,52,52,31,19,32,50,40,82,80,42,40,99,57,93,15,36,89,21,46,17,56,60,32,62,32,26,78,32,36,90,85,28,26,30,91,65,40,67,67,94,90,76,90,32,36,16,61,42,78,52,49,81,31,62,39,83,75,43,22,87,47,91,19,40,27,38,12,47,91,68,28,22,66,84,5,39,89,49,37,26,48,15,56,42,19,32,72,58,22,38,93,96,14,26,51,27,50,51,29,20,40,33,15,25,57,8,93,30,19,30,44,60,97,62,50,86,31,74,36,46,33,73,67,32,24,15,48,16,86,44,25,33,55,34,38,23,74,17,35,43,34,18,41,19,22,44,52,98,24,39,45,18,81,16,37,36,54,68,85,16,59,26,4,36,50,28,9,61,38,19,62,22,52,57,30,35,89,73,34,93,37,74,61,32,30,84,93,54,96,90,56,24,16,38,38,88,36,37,78,69,24,24,10,3,8,44,32,76,56,36,53,30,53,40,24,85,44,24,55,25,32,23,45,27,33,20,54,27,47,97,91,52,50,5,21,17,30,77,40,34,39,3,44,38,66,24,34,68,85,33,33,16,30,68,60,25,86,29,48,70,8,26,34,80,17,42,28,20,26,34,12,34,56,34,19,81,86,33,46,25
161,38,34,41,30,42,31,46,46,28,15,17,38,80,56,80,26,25,37,82,23,26,30,20,97,98,95,73,56,32,38,17,37,11,36,39,83,23,47,12,99,75,79,26,36,30,37,44,52,15,62,28,97,51,62,17,71,21,32,36,14,81,39,14,24,26,38,58,42,26,50,17,3,38,36,35,43,30,81,50,73,74,67,42,38,29,79,87,71,58,42,74,46,55,22,96,24,35,32,32,52,53,35,32,42,44,38,81,41,19,14,28,38,50,44,22,64,29,27,72,46,49,22,23,28,84,15,40,79,12,91,28,99,13,63,43,42,56,32,38,32,26,33,88,14,30,65,58,38,40,42,32,44,73,75,83,26,22,76,50,91,43,89,48,74,32,88,56,26,53,5,38,11,44,43,34,86,31,82,80,66,27,35,29,54,52,31,20,30,56,40,82,82,40,40,58,19,88,15,36,92,21,46,17,56,60,34,88,32,24,78,32,36,26,84,28,26,30,91,44,40,92,59,83,58,76,90,32,32,16,61,46,32,52,48,81,31,62,39,84,75,42,23,87,44,75,22,81,21,38,12,47,97,68,28,21,80,84,19,39,87,49,46,26,48,60,34,46,19,24,66,60,22,42,92,96,54,26,51,32,68,50,29,20,73,38,13,43,57,8,94,15,19,95,85,23,97,62,51,83,60,84,34,46,32,75,88,32,34,15,48,16,44,48,25,35,55,76,38,25,24,17,35,61,34,18,21,13,22,32,52,94,18,44,64,26,81,15,34,36,54,68,86,38,59,26,4,86,50,40,9,73,43,36,64,41,24,89,36,37,88,73,40,83,37,75,62,98,18,83,93,67,96,45,48,26,14,38,38,89,37,43,92,66,22,25,18,21,15,40,32,76,73,25,53,38,55,37,53,94,53,24,87,25,32,16,45,75,33,20,54,27,46,99,91,50,50,5,88,7,30,79,40,34,39,3,43,38,68,24,35,87,91,33,33,16,33,68,32,25,86,31,48,23,36,26,34,81,16,44,28,20,81,34,12,34,9,26,20,64,94,38,31,24
162,26,34,41,31,40,31,46,44,30,15,99,40,80,56,82,26,23,35,82,76,93,39,20,79,89,95,61,56,33,45,24,36,11,36,39,79,23,47,12,27,38,80,83,36,30,29,73,57,15,62,26,97,51,63,17,72,21,31,27,5,82,39,14,25,26,18,49,37,26,50,43,3,38,36,95,43,55,58,38,74,74,88,39,36,29,60,89,67,60,42,74,48,55,22,82,19,35,32,32,54,53,5,32,33,44,38,26,41,19,12,28,38,46,42,83,88,29,27,23,46,49,22,14,82,66,15,40,80,12,32,26,99,13,67,38,44,70,36,38,33,26,34,46,15,34,59,58,34,36,42,32,42,46,75,83,38,68,82,52,92,43,94,50,72,32,38,56,99,53,5,38,11,42,43,32,22,31,89,80,39,40,21,31,55,52,31,19,30,56,42,44,82,40,40,59,10,95,15,65,87,11,46,17,54,60,32,64,32,17,78,31,36,21,36,35,35,32,87,65,40,87,61,86,81,76,44,41,36,16,61,36,68,52,44,83,31,64,39,85,78,99,23,88,50,48,96,81,31,45,23,47,96,78,28,22,86,84,11,37,91,49,44,26,48,60,36,46,19,24,72,60,24,42,91,36,54,18,51,31,68,34,34,20,73,38,15,44,35,14,94,36,19,95,88,44,75,60,53,83,31,84,36,46,32,44,88,32,28,13,50,15,43,88,27,42,27,77,38,23,82,17,35,61,34,33,21,19,22,42,73,95,24,44,43,26,81,15,34,36,36,64,85,42,42,26,4,86,50,27,10,27,44,19,64,42,24,89,36,37,89,71,40,34,37,84,60,98,18,85,99,67,50,88,48,26,14,25,38,91,37,36,89,66,22,62,18,21,15,40,32,74,74,25,53,38,53,39,26,87,53,24,87,25,32,22,39,77,30,20,44,27,11,99,92,50,40,5,20,7,30,79,40,36,38,3,43,38,68,28,31,83,91,33,33,16,33,3,61,25,85,31,41,24,36,26,34,49,78,44,28,64,99,44,12,34,9,36,34,89,84,38,26,24
163,26,34,41,94,40,33,46,44,28,15,21,40,80,57,82,26,23,35,87,80,99,42,20,82,98,77,70,56,57,42,40,38,11,36,39,88,24,47,12,27,85,97,83,36,28,46,77,90,12,62,96,99,49,22,17,97,22,31,27,5,78,39,13,25,26,18,54,42,26,50,46,3,43,36,93,43,57,81,38,74,74,35,44,36,31,60,90,67,56,42,74,88,55,67,82,36,35,32,31,54,53,57,31,48,44,38,26,22,19,8,28,40,50,42,83,85,29,22,75,42,49,20,31,90,82,15,63,80,12,94,20,99,13,67,42,42,72,26,38,34,54,38,18,15,26,58,5,34,36,43,30,44,22,80,84,38,33,82,40,92,44,94,50,74,32,82,56,79,53,32,40,12,42,46,34,22,33,89,78,39,38,33,96,55,52,31,19,30,44,42,90,82,40,40,58,56,90,15,33,85,21,46,17,54,66,34,89,32,62,59,40,36,34,36,35,35,30,88,64,40,89,64,87,81,76,65,41,34,16,65,42,72,51,46,81,31,62,36,85,82,43,23,88,50,42,24,44,31,58,5,63,52,68,28,21,86,84,30,38,89,49,44,26,40,60,56,46,20,24,67,56,24,42,92,38,53,18,53,28,53,34,31,20,67,38,11,25,58,86,94,17,17,94,87,42,76,58,89,30,32,84,36,46,32,50,79,32,30,15,50,16,44,55,25,35,27,32,38,23,82,17,35,27,27,18,20,19,26,44,67,98,17,44,43,26,35,18,36,36,55,66,74,40,42,26,4,88,49,34,10,7,46,19,61,42,24,81,38,38,37,23,40,21,65,84,62,42,18,85,93,56,91,44,46,26,28,25,34,90,37,36,91,64,22,26,26,80,15,24,32,70,44,23,40,38,87,34,56,48,60,34,88,25,32,22,39,30,81,20,44,27,11,99,85,50,40,5,20,7,32,87,40,37,38,3,28,38,68,32,32,70,93,33,29,16,34,3,61,19,86,30,41,9,36,26,34,59,78,44,28,20,98,34,71,34,9,26,34,32,86,38,40,24
164,40,64,41,90,40,34,92,44,28,16,28,46,84,58,36,26,21,41,87,23,99,42,21,88,91,97,90,34,82,42,64,40,34,36,39,85,24,47,12,27,36,72,26,36,28,31,77,53,10,68,28,67,49,22,17,99,18,31,27,5,77,46,13,25,26,18,49,42,26,49,71,3,43,36,78,44,57,46,59,72,71,32,44,33,32,60,90,71,5,42,70,71,55,67,77,19,36,29,31,42,53,9,37,26,44,36,27,22,19,12,28,38,46,50,85,70,29,22,10,48,42,17,14,21,82,15,36,79,12,95,26,98,13,67,38,42,80,26,38,30,54,36,18,28,26,53,5,34,38,42,30,44,22,76,84,38,30,88,40,92,44,94,50,84,32,32,56,80,31,84,40,12,42,54,42,22,30,89,79,34,38,93,31,55,52,31,19,27,56,42,81,76,40,44,87,57,90,38,42,85,21,45,17,54,64,42,62,32,26,60,42,34,34,85,36,37,32,88,64,40,87,57,86,58,76,88,41,34,17,41,52,32,50,48,82,80,60,37,83,77,44,23,85,50,42,22,83,3,45,23,86,91,68,26,22,62,84,9,38,89,43,48,26,40,60,60,46,20,32,68,60,24,42,95,38,59,18,53,28,53,43,44,20,20,38,10,23,58,30,93,18,19,94,88,42,76,59,53,30,35,58,36,46,32,80,79,32,30,31,48,14,44,55,25,35,27,32,38,23,80,17,37,69,27,27,20,12,22,44,58,98,17,44,43,26,83,15,32,36,54,66,55,40,62,26,4,88,73,18,9,7,44,19,55,42,47,81,36,38,88,25,40,83,65,52,60,38,30,93,93,56,42,44,46,26,28,38,48,91,40,38,93,66,22,26,26,80,15,24,32,70,38,23,53,38,69,34,26,87,58,34,87,25,32,21,39,27,33,20,54,27,46,98,93,80,40,5,36,7,30,88,40,37,38,3,36,37,68,30,31,85,23,34,29,18,92,3,61,55,36,35,48,9,68,23,34,47,78,44,28,20,99,28,24,36,9,26,32,32,86,42,40,24
165,56,34,17,58,38,34,70,44,28,17,62,46,82,58,36,57,21,41,87,90,99,40,14,88,90,99,90,34,88,42,64,40,81,36,39,83,24,47,51,27,34,79,26,36,30,46,76,90,10,48,96,67,49,30,16,97,70,32,42,5,78,46,13,25,34,18,54,42,26,49,45,3,43,36,78,44,57,46,36,72,59,32,36,34,31,72,94,71,5,42,68,48,55,67,94,36,36,29,27,52,53,9,38,90,44,38,44,22,24,12,28,38,46,50,89,68,32,27,74,46,42,20,24,21,81,15,35,81,12,95,19,99,13,67,52,43,80,24,38,32,68,36,16,27,26,61,20,30,38,15,34,44,22,80,84,38,34,84,42,92,34,94,50,73,31,32,63,99,32,84,48,12,42,55,34,22,33,90,86,34,38,93,31,54,52,47,19,32,58,42,82,82,40,44,83,17,90,17,68,65,21,45,17,54,68,34,28,32,64,60,42,34,32,85,36,37,32,89,52,39,88,57,87,58,78,89,36,34,53,38,53,34,50,48,82,78,56,38,83,82,45,21,87,50,42,34,81,3,45,43,69,49,78,26,22,63,84,9,40,93,44,44,25,39,69,37,49,20,23,76,60,24,48,95,36,51,18,53,23,53,21,44,20,20,38,9,23,57,85,79,15,17,65,32,23,75,59,34,32,39,56,38,47,33,50,90,34,30,12,48,15,44,88,25,35,28,32,46,23,80,16,66,25,27,27,48,12,22,44,51,98,24,44,58,24,83,15,36,36,54,66,53,40,42,26,4,49,51,34,13,7,46,19,62,42,47,65,42,38,34,33,40,21,65,98,58,42,25,87,95,54,87,45,46,24,14,40,40,90,38,38,93,66,20,26,26,72,88,24,32,70,18,23,53,36,55,34,26,48,58,24,88,23,32,21,39,30,33,20,54,27,44,98,95,80,40,5,44,3,32,88,40,37,39,3,41,37,68,28,31,86,24,35,29,26,94,77,35,40,69,31,48,24,42,19,34,52,73,44,28,20,99,30,13,34,15,30,32,72,86,37,44,24
